reference;type_article;designation;prix_achat;devise_prix_achat;prix_vente;devise_prix_vente;tva;remarque;marque;categorie;emplacement;unite
ART58023149;Produit;Mitigeur lavabo electronique fourni avec 2 robinets sous-lavabo pour contrôle de la température et du débit. Finox Brushed Nickel.;1,758;EUR;;MAD;20;;;;;
ART58023710;Produit;Mitigeur lavabo electronique fourni avec 2 robinets sous-lavabo pour contrôle de la température et du débit. Brass Pvd.;1,928;EUR;;MAD;20;;;;;
ART58023246;Produit;Mitigeur lavabo electronique fourni avec 2 robinets sous-lavabo pour contrôle de la température et du débit. Gold Pvd.;2,188;EUR;;MAD;20;;;;;
ART39118518;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 White Ceramic.;985;EUR;;MAD;20;;;;;
ART39118531;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 Matt White Ceramic.;1,403;EUR;;MAD;20;;;;;
ART39118532;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 Matt Black Ceramic.;1,403;EUR;;MAD;20;;;;;
ART58192726;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Warm Bronze Br. Pvd.;1,070;EUR;;MAD;20;;;;;
ART58192707;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Black Metal Br. Pvd.;1,070;EUR;;MAD;20;;;;;
ART58192299;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Matte Black.;915;EUR;;MAD;20;;;;;
ART58192716;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Gold Brushed Pvd.;1,140;EUR;;MAD;20;;;;;
ART58192031;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Chrome.;678;EUR;;MAD;20;;;;;
ART58192149;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Finox Brushed Nickel.;915;EUR;;MAD;20;;;;;
ART58192187;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Aged Bronze.;1,070;EUR;;MAD;20;;;;;
ART58192708;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Copper Brushed Pvd.;1,070;EUR;;MAD;20;;;;;
ART58192246;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Gold Pvd.;1,139;EUR;;MAD;20;;;;;
ART58192710;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Brass Pvd.;1,003;EUR;;MAD;20;;;;;
ART58192030;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Copper Pvd.;1,003;EUR;;MAD;20;;;;;
ART58192706;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Black Metal Pvd.;1,003;EUR;;MAD;20;;;;;
ART58192720;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Nickel Pvd.;1,003;EUR;;MAD;20;;;;;
ART58192727;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Brass Brushed Pvd.;1,070;EUR;;MAD;20;;;;;
ART58192735;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Warm Bronze Pvd.;1,003;EUR;;MAD;20;;;;;
ART58192713;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Antique Brass.;1,070;EUR;;MAD;20;;;;;
ART58192845;Produit;Partie apparente pour mélangeur mural avec bec long sans vidage Dark Bronze.;1,070;EUR;;MAD;20;;;;;
ART01762299;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte Black.;1,116;EUR;;MAD;20;;;;;
ART01762031;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Chrome.;931;EUR;;MAD;20;;;;;
ART01762149;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan latéral à la bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Finox Brushed Nickel.;1,116;EUR;;MAD;20;;;;;
ART70606726;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Warm Bronze Br. Pvd.;754;EUR;;MAD;20;;;;;
ART70606299;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Matte Black.;644;EUR;;MAD;20;;;;;
ART70606031;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Chrome.;477;EUR;;MAD;20;;;;;
ART70606149;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Finox Brushed Nickel.;644;EUR;;MAD;20;;;;;
ART70606706;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Black Metal Pvd.;706;EUR;;MAD;20;;;;;
ART70606707;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Black Metal Br. Pvd.;754;EUR;;MAD;20;;;;;
ART70606708;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Copper Brushed Pvd.;754;EUR;;MAD;20;;;;;
ART70606710;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Brass Pvd.;706;EUR;;MAD;20;;;;;
ART70606727;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Brass Brushed Pvd.;754;EUR;;MAD;20;;;;;
ART70606735;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Warm Bronze Pvd.;706;EUR;;MAD;20;;;;;
ART70606845;Produit;Mitigeur lavabo moyen sans vidage avec flexibles de raccordement. DIAMANTATO Dark Bronze.;754;EUR;;MAD;20;;;;;
ART57829238;Produit;Système multifonction Ø350 fonction PLUIE/CASCADE/BRUMISATION et chromothérapie, pour installation au faux plafond. Electroniqueet télécommande multifonction a tenu avec support inclus. A combiner avec alimentation 12 V 01723, non inclus. A compléter parunecoque esthétique. Mirror Steel.;2,337;EUR;;MAD;20;;;;;
ART44665031;Produit;Partie encastrée pour mitigeur électronique mural Chrome.;622;EUR;;MAD;20;;;;;
ART72002726;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Warm Bronze Br. Pvd.;592;EUR;;MAD;20;;;;;
ART72002710;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Brass Pvd.;554;EUR;;MAD;20;;;;;
ART72002720;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Nickel Pvd.;554;EUR;;MAD;20;;;;;
ART72002299;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Matte Black.;506;EUR;;MAD;20;;;;;
ART72002727;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Brass Brushed Pvd.;592;EUR;;MAD;20;;;;;
ART72002735;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Warm Bronze Pvd.;554;EUR;;MAD;20;;;;;
ART72002845;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Dark Bronze.;592;EUR;;MAD;20;;;;;
ART72002031;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Chrome.;374;EUR;;MAD;20;;;;;
ART72002149;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Finox Brushed Nickel.;506;EUR;;MAD;20;;;;;
ART72002706;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Black Metal Pvd.;554;EUR;;MAD;20;;;;;
ART72002707;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Black Metal Br. Pvd.;592;EUR;;MAD;20;;;;;
ART72002030;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Copper Pvd.;554;EUR;;MAD;20;;;;;
ART72002708;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Copper Brushed Pvd.;592;EUR;;MAD;20;;;;;
ART72002761;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Coffee Bronze Brushed Pvd.;629;EUR;;MAD;20;;;;;
ART63302726;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Warm Bronze Br. Pvd.;580;EUR;;MAD;20;;;;;
ART63302187;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Aged Bronze.;580;EUR;;MAD;20;;;;;
ART63302720;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Nickel Pvd.;543;EUR;;MAD;20;;;;;
ART63302030;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Copper Pvd.;543;EUR;;MAD;20;;;;;
ART63302299;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Matte Black.;496;EUR;;MAD;20;;;;;
ART63302706;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Black Metal Pvd.;543;EUR;;MAD;20;;;;;
ART63302727;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Brass Brushed Pvd.;580;EUR;;MAD;20;;;;;
ART63302707;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Black Metal Br. Pvd.;580;EUR;;MAD;20;;;;;
ART63302708;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Copper Brushed Pvd.;580;EUR;;MAD;20;;;;;
ART63302031;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Chrome.;367;EUR;;MAD;20;;;;;
ART63302735;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Warm Bronze Pvd.;543;EUR;;MAD;20;;;;;
ART63302710;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Brass Pvd.;543;EUR;;MAD;20;;;;;
ART63302149;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Finox Brushed Nickel.;496;EUR;;MAD;20;;;;;
ART63302713;Produit;Mitigeur lavabo, sans vidage, avec flexibles de raccordement. Antique Brass.;580;EUR;;MAD;20;;;;;
ART54110726;Produit;Bec de lavabo mural long Warm Bronze Br. Pvd.;315;EUR;;MAD;20;;;;;
ART54110727;Produit;Bec de lavabo mural long Brass Brushed Pvd.;315;EUR;;MAD;20;;;;;
ART54110239;Produit;Bec de lavabo mural long Steel Brushed.;214;EUR;;MAD;20;;;;;
ART54110299;Produit;Bec de lavabo mural long Matte Black.;287;EUR;;MAD;20;;;;;
ART54110707;Produit;Bec de lavabo mural long Black Metal Br. Pvd.;315;EUR;;MAD;20;;;;;
ART54110708;Produit;Bec de lavabo mural long Copper Brushed Pvd.;315;EUR;;MAD;20;;;;;
ART39113518;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 White Ceramic.;934;EUR;;MAD;20;;;;;
ART39113531;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 Matt White Ceramic.;1,399;EUR;;MAD;20;;;;;
ART39113532;Produit;Cuvette suspendue en Céramique (6 litres) avec abattant muni de système “SOFT CLOSE” ou assisté. Charnière et enjoliveurs latéraux en finition 031 Matt Black Ceramic.;1,399;EUR;;MAD;20;;;;;
ART58129726;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Warm Bronze Br. Pvd.;3,477;EUR;;MAD;20;;;;;
ART58129299;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Matte Black.;2,971;EUR;;MAD;20;;;;;
ART58129031;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Chrome.;2,200;EUR;;MAD;20;;;;;
ART58129710;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Brass Pvd.;3,257;EUR;;MAD;20;;;;;
ART58129720;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Nickel Pvd.;3,257;EUR;;MAD;20;;;;;
ART58129149;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Finox Brushed Nickel.;2,971;EUR;;MAD;20;;;;;
ART58129187;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Aged Bronze.;3,477;EUR;;MAD;20;;;;;
ART58129030;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Copper Pvd.;3,257;EUR;;MAD;20;;;;;
ART58129727;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Brass Brushed Pvd.;3,477;EUR;;MAD;20;;;;;
ART58129735;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Warm Bronze Pvd.;3,257;EUR;;MAD;20;;;;;
ART58129706;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Black Metal Pvd.;3,257;EUR;;MAD;20;;;;;
ART58129707;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Black Metal Br. Pvd.;3,477;EUR;;MAD;20;;;;;
ART58129716;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Gold Brushed Pvd.;3,696;EUR;;MAD;20;;;;;
ART58129708;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Copper Brushed Pvd.;3,477;EUR;;MAD;20;;;;;
ART58129713;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Antique Brass.;3,477;EUR;;MAD;20;;;;;
ART58129246;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Gold Pvd.;3,696;EUR;;MAD;20;;;;;
ART58129845;Produit;Partie apparente pour mélangeur bain-douche sur pied avec douchette et flexible. Dark Bronze.;3,477;EUR;;MAD;20;;;;;
ART59005726;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Warm Bronze Br. Pvd.;620;EUR;;MAD;20;;;;;
ART59005706;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Black Metal Pvd.;580;EUR;;MAD;20;;;;;
ART59005279;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Matte White.;529;EUR;;MAD;20;;;;;
ART59005299;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Matte Black.;529;EUR;;MAD;20;;;;;
ART59005031;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Chrome.;392;EUR;;MAD;20;;;;;
ART59005707;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Black Metal Br. Pvd.;620;EUR;;MAD;20;;;;;
ART59005149;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Finox Brushed Nickel.;529;EUR;;MAD;20;;;;;
ART59005708;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Copper Brushed Pvd.;620;EUR;;MAD;20;;;;;
ART59005710;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Brass Pvd.;580;EUR;;MAD;20;;;;;
ART59005720;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Nickel Pvd.;580;EUR;;MAD;20;;;;;
ART59005030;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Copper Pvd.;580;EUR;;MAD;20;;;;;
ART59005727;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Brass Brushed Pvd.;620;EUR;;MAD;20;;;;;
ART59005735;Produit;Mitigeur lavabo, avec vidage et flexibles de raccordement. Cartouche Ø35 mm Warm Bronze Pvd.;580;EUR;;MAD;20;;;;;
ART01763299;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Matte Black.;851;EUR;;MAD;20;;;;;
ART01763031;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Chrome.;710;EUR;;MAD;20;;;;;
ART01763149;Produit;Système de récupération eau pour flexible de douchette bain-douche, installation sur plan de bagnoire. Non compatible avec 01669, 01658, 01663 et 01664. Finox Brushed Nickel.;851;EUR;;MAD;20;;;;;
ART70603726;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Warm Bronze Br. Pvd.;877;EUR;;MAD;20;;;;;
ART70603299;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Matte Black.;749;EUR;;MAD;20;;;;;
ART70603031;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Chrome.;555;EUR;;MAD;20;;;;;
ART70603149;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Finox Brushed Nickel.;749;EUR;;MAD;20;;;;;
ART70603706;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Black Metal Pvd.;822;EUR;;MAD;20;;;;;
ART70603707;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Black Metal Br. Pvd.;877;EUR;;MAD;20;;;;;
ART70603708;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Copper Brushed Pvd.;877;EUR;;MAD;20;;;;;
ART70603710;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Brass Pvd.;822;EUR;;MAD;20;;;;;
ART70603727;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Brass Brushed Pvd.;877;EUR;;MAD;20;;;;;
ART70603735;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Warm Bronze Pvd.;822;EUR;;MAD;20;;;;;
ART70603845;Produit;Mitigeur lavabo réhaussé avec vidage et flexibles de raccordement. DIAMANTATO Dark Bronze.;877;EUR;;MAD;20;;;;;
ART58105726;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Warm Bronze Br. Pvd.;2,001;EUR;;MAD;20;;;;;
ART58105299;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Matte Black.;1,709;EUR;;MAD;20;;;;;
ART58105707;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Black Metal Br. Pvd.;2,001;EUR;;MAD;20;;;;;
ART58105031;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Chrome.;1,266;EUR;;MAD;20;;;;;
ART58105716;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Gold Brushed Pvd.;2,127;EUR;;MAD;20;;;;;
ART58105713;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Antique Brass.;2,001;EUR;;MAD;20;;;;;
ART58105708;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Copper Brushed Pvd.;2,001;EUR;;MAD;20;;;;;
ART58105149;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Finox Brushed Nickel.;1,709;EUR;;MAD;20;;;;;
ART58105246;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Gold Pvd.;2,127;EUR;;MAD;20;;;;;
ART58105710;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Brass Pvd.;1,873;EUR;;MAD;20;;;;;
ART58105720;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Nickel Pvd.;1,873;EUR;;MAD;20;;;;;
ART58105187;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Aged Bronze.;2,001;EUR;;MAD;20;;;;;
ART58105727;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Brass Brushed Pvd.;2,001;EUR;;MAD;20;;;;;
ART58105030;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Copper Pvd.;1,873;EUR;;MAD;20;;;;;
ART58105735;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Warm Bronze Pvd.;1,873;EUR;;MAD;20;;;;;
ART58105706;Produit;Partie apparente pour mitigeur lavabo ELECTRONIQUE mural Black Metal Pvd.;1,873;EUR;;MAD;20;;;;;
ART57878726;Produit;Coque de finition esthétique avec éclairage Ø350 Warm Bronze Br. Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878735;Produit;Coque de finition esthétique avec éclairage Ø350 Warm Bronze Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878030;Produit;Coque de finition esthétique avec éclairage Ø350 Copper Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878706;Produit;Coque de finition esthétique avec éclairage Ø350 Black Metal Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878707;Produit;Coque de finition esthétique avec éclairage Ø350 Black Metal Br. Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878713;Produit;Coque de finition esthétique avec éclairage Ø350 Antique Brass.;2,047;EUR;;MAD;20;;;;;
ART57878716;Produit;Coque de finition esthétique avec éclairage Ø350 Gold Brushed Pvd.;2,324;EUR;;MAD;20;;;;;
ART57878708;Produit;Coque de finition esthétique avec éclairage Ø350 Copper Brushed Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878239;Produit;Coque de finition esthétique avec éclairage Ø350 Steel Brushed.;1,400;EUR;;MAD;20;;;;;
ART57878238;Produit;Coque de finition esthétique avec éclairage Ø350 Mirror Steel.;1,400;EUR;;MAD;20;;;;;
ART57878246;Produit;Coque de finition esthétique avec éclairage Ø350 Gold Pvd.;2,324;EUR;;MAD;20;;;;;
ART57878279;Produit;Coque de finition esthétique avec éclairage Ø350 Matte White.;1,868;EUR;;MAD;20;;;;;
ART57878710;Produit;Coque de finition esthétique avec éclairage Ø350 Brass Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878299;Produit;Coque de finition esthétique avec éclairage Ø350 Matte Black.;1,868;EUR;;MAD;20;;;;;
ART57878720;Produit;Coque de finition esthétique avec éclairage Ø350 Nickel Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878727;Produit;Coque de finition esthétique avec éclairage Ø350 Brass Brushed Pvd.;2,047;EUR;;MAD;20;;;;;
ART57878187;Produit;Coque de finition esthétique avec éclairage Ø350 Aged Bronze.;2,047;EUR;;MAD;20;;;;;
ART57878791;Produit;Coque de finition esthétique avec éclairage Ø350 Deep Bronze Brushed Pvd.;2,186;EUR;;MAD;20;;;;;
ART57878761;Produit;Coque de finition esthétique avec éclairage Ø350 Coffee Bronze Brushed Pvd.;2,186;EUR;;MAD;20;;;;;
ART72053726;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Warm Bronze Br. Pvd.;894;EUR;;MAD;20;;;;;
ART72053030;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Copper Pvd.;837;EUR;;MAD;20;;;;;
ART72053706;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Black Metal Pvd.;837;EUR;;MAD;20;;;;;
ART72053707;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Black Metal Br. Pvd.;894;EUR;;MAD;20;;;;;
ART72053708;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Copper Brushed Pvd.;894;EUR;;MAD;20;;;;;
ART72053710;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Brass Pvd.;837;EUR;;MAD;20;;;;;
ART72053720;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Nickel Pvd.;837;EUR;;MAD;20;;;;;
ART72053299;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Matte Black.;764;EUR;;MAD;20;;;;;
ART72053727;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Brass Brushed Pvd.;894;EUR;;MAD;20;;;;;
ART72053031;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Chrome.;565;EUR;;MAD;20;;;;;
ART72053735;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Warm Bronze Pvd.;837;EUR;;MAD;20;;;;;
ART72053149;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Finox Brushed Nickel.;764;EUR;;MAD;20;;;;;
ART72053845;Produit;Mitigeur lavabo réhaussé, avec bonde Stop&Go et flexibles de raccordement. Dark Bronze.;894;EUR;;MAD;20;;;;;
ART39114518;Produit;Cuvette murale en céramique (6 litres) avec siphon intégré. Charnières et sièges non inclus. White Ceramic.;683;EUR;;MAD;20;;;;;
ART39114531;Produit;Cuvette murale en céramique (6 litres) avec siphon intégré. Charnières et sièges non inclus. Matt White Ceramic.;1,024;EUR;;MAD;20;;;;;
ART39114532;Produit;Cuvette murale en céramique (6 litres) avec siphon intégré. Charnières et sièges non inclus. Matt Black Ceramic.;1,024;EUR;;MAD;20;;;;;
ART54210726;Produit;Bec de lavabo mural, longueur à la demande Warm Bronze Br. Pvd.;598;EUR;;MAD;20;;;;;
ART54210239;Produit;Bec de lavabo mural, longueur à la demande Steel Brushed.;404;EUR;;MAD;20;;;;;
ART54210299;Produit;Bec de lavabo mural, longueur à la demande Matte Black.;544;EUR;;MAD;20;;;;;
ART54210707;Produit;Bec de lavabo mural, longueur à la demande Black Metal Br. Pvd.;598;EUR;;MAD;20;;;;;
ART54210708;Produit;Bec de lavabo mural, longueur à la demande Copper Brushed Pvd.;598;EUR;;MAD;20;;;;;
ART54210727;Produit;Bec de lavabo mural, longueur à la demande Brass Brushed Pvd.;598;EUR;;MAD;20;;;;;
ART63303726;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Warm Bronze Br. Pvd.;816;EUR;;MAD;20;;;;;
ART63303187;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Aged Bronze.;816;EUR;;MAD;20;;;;;
ART63303030;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Copper Pvd.;764;EUR;;MAD;20;;;;;
ART63303706;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Black Metal Pvd.;764;EUR;;MAD;20;;;;;
ART63303707;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Black Metal Br. Pvd.;816;EUR;;MAD;20;;;;;
ART63303708;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Copper Brushed Pvd.;816;EUR;;MAD;20;;;;;
ART63303710;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Brass Pvd.;764;EUR;;MAD;20;;;;;
ART63303720;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Nickel Pvd.;764;EUR;;MAD;20;;;;;
ART63303727;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Brass Brushed Pvd.;816;EUR;;MAD;20;;;;;
ART63303735;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Warm Bronze Pvd.;764;EUR;;MAD;20;;;;;
ART63303713;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Antique Brass.;816;EUR;;MAD;20;;;;;
ART63303149;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Finox Brushed Nickel.;698;EUR;;MAD;20;;;;;
ART63303299;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Matte Black.;698;EUR;;MAD;20;;;;;
ART63303031;Produit;Mitigeur lavabo réhaussé, bec court, avec vidage et flexibles de raccordement Chrome.;517;EUR;;MAD;20;;;;;
